Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expected Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Wout Faes,BEL,Leicester City,DF,27,30,26,2455,1,0,4,0,1.4,0.1,12,73,1,0.04,0.0,0.05,0.0,N/a,N/a,N/a,N/a,9.1,0.04,0.09,10.0,1175,87.1,7505,93.4,94.8,52.7,4,76,6,0,73,14,0.51,0,0.0,39,24,42,20,45,33,12,26,1654,272,811,784,67,26,6,83.3,16.7,952,2603,12,13,2,16,6,1086,1,21,9,1,5,84,41,34,54.7,1
Yasin Ayari,SWE,Brighton,MF,21,30,19,1737,1,1,3,0,2.2,2.2,31,67,59,0.05,0.05,0.12,0.11,N/a,N/a,N/a,N/a,28.0,0.36,0.04,19.0,708,81.6,2910,91.9,85.2,38.9,28,51,17,4,67,58,3.0,6,0.31,53,30,50,30,22,6,16,19,1101,52,244,556,317,43,41,41.5,36.6,570,1401,31,26,6,32,21,710,59,31,24,3,64,105,13,19,40.6,1
Abdoulaye Doucouré,MLI,Everton,MF,32,30,29,2425,3,1,5,1,3.9,2.3,39,78,90,0.11,0.04,0.14,0.09,N/a,N/a,N/a,N/a,31.0,0.33,0.10,13.8,676,79.6,2133,85.1,83.1,72.7,26,44,14,0,78,54,2.0,2,0.07,45,27,39,26,30,6,24,9,1090,31,218,502,385,59,43,53.5,46.5,570,1324,39,23,8,33,35,704,90,46,5,10,23,139,29,43,40.3,1
Youri Tielemans,BEL,Aston Villa,MF,27,34,34,2915,2,7,4,0,3.0,6.9,37,226,44,0.06,0.22,0.09,0.21,N/a,N/a,N/a,N/a,30.6,0.34,0.06,20.4,1639,82.4,9982,90.1,87.6,53.8,59,221,35,4,226,116,3.58,12,0.37,82,56,72,33,36,15,21,21,2296,97,460,1324,537,41,57,52.6,31.6,1242,2466,37,26,9,30,28,1610,44,40,53,0,115,140,22,18,55.0,1
Yukinari Sugawara,JPN,Southampton,"DF,MF",24,29,15,1467,1,1,4,0,0.5,2.2,32,68,76,0.06,0.06,0.03,0.14,N/a,N/a,N/a,N/a,38.5,0.31,0.08,19.2,689,79.9,3323,88.2,82.9,47.9,17,43,21,9,68,39,2.39,1,0.06,29,16,30,12,17,7,10,10,1023,61,306,395,327,29,20,45.0,50.0,553,1354,32,15,7,18,4,692,76,15,9,4,69,40,5,9,35.7,1
Aaron Wan-Bissaka,ENG,West Ham,DF,27,32,31,2794,2,2,1,0,1.1,2.9,95,128,143,0.06,0.06,0.04,0.09,N/a,N/a,N/a,N/a,33.3,0.16,0.13,15.5,1277,81.1,6748,89.9,82.4,47.5,29,89,29,11,128,83,2.67,7,0.23,61,43,26,7,31,9,22,59,1959,136,618,839,531,40,100,54.0,35.0,928,3256,95,56,12,28,21,1134,143,22,24,4,64,155,22,29,43.1,1
Will Hughes,ENG,Crystal Palace,MF,30,29,21,1869,0,3,11,0,1.0,2.7,18,82,24,0.0,0.14,0.05,0.13,N/a,N/a,N/a,N/a,5.3,0.05,0.00,22.6,658,76.1,3689,88.6,82.7,36.7,29,69,14,3,82,61,2.94,6,0.29,61,33,59,32,29,14,15,19,1070,41,253,551,278,14,14,28.6,42.9,469,1120,18,22,1,19,24,594,24,60,30,0,65,107,17,17,50.0,1
Boubakary Soumaré,FRA,Leicester City,MF,26,27,23,1953,0,0,8,0,0.3,0.4,31,94,21,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.4,982,86.7,4014,92.1,87.4,70.4,11,90,13,2,94,34,1.57,3,0.14,33,18,30,12,19,7,12,24,1318,62,348,833,150,17,44,61.4,29.5,786,1883,31,16,3,20,21,925,21,21,21,0,8,130,19,9,67.9,1
Toti Gomes,POR,Wolves,DF,26,27,26,2254,0,1,6,0,0.7,0.9,21,67,13,0.0,0.04,0.03,0.04,N/a,N/a,N/a,N/a,28.6,0.08,0.00,11.6,1228,85.2,7319,91.6,92.1,50.0,8,71,5,3,67,20,0.8,1,0.04,51,37,35,7,27,17,10,22,1711,198,811,827,92,15,26,65.4,26.9,990,2583,21,18,0,16,13,1160,13,22,14,4,12,95,47,24,66.2,1
Timothy Castagne,BEL,Fulham,DF,29,23,17,1625,0,1,1,0,0.4,1.2,17,61,67,0.0,0.06,0.02,0.07,N/a,N/a,N/a,N/a,37.5,0.17,0.00,14.0,768,81.8,3861,89.9,85.8,49.3,9,51,5,3,61,25,1.38,3,0.17,46,29,45,19,15,6,9,22,1149,91,444,458,253,32,12,41.7,41.7,542,1043,17,15,2,15,5,657,67,15,6,1,37,55,34,35,49.3,1
Bilal El Khannouss,MAR,Leicester City,MF,20,29,24,1920,2,2,4,0,0.9,3.3,62,117,78,0.09,0.09,0.04,0.15,N/a,N/a,N/a,N/a,26.1,0.28,0.09,22.8,713,75.2,3604,86.0,80.6,57.4,31,81,27,5,117,59,2.77,4,0.19,46,26,28,13,19,4,15,6,1125,16,162,584,391,27,46,58.7,37.0,646,1794,62,38,9,35,34,752,78,27,9,1,78,83,19,19,50.0,1
Rico Lewis,ENG,Manchester City,"DF,MF",20,26,20,1810,1,2,5,1,1.4,0.3,36,103,68,0.05,0.1,0.07,0.02,N/a,N/a,N/a,N/a,20.0,0.1,0.10,15.8,1139,92.0,3120,94.8,94.2,68.3,7,92,13,0,103,31,1.54,3,0.15,29,19,21,8,27,7,20,13,1399,51,286,702,426,42,21,42.9,52.4,815,2032,36,38,8,19,19,1002,68,10,33,0,3,93,5,13,27.8,1
Rodrigo Bentancur,URU,Tottenham,MF,27,23,19,1518,2,0,7,0,1.3,0.4,26,99,34,0.12,0.0,0.08,0.03,N/a,N/a,N/a,N/a,22.7,0.3,0.09,17.4,916,88.1,3593,91.1,92.7,75.4,10,107,12,2,99,45,2.67,3,0.18,38,20,39,20,24,8,16,36,1252,70,299,747,215,24,18,44.4,44.4,739,1446,26,23,5,18,19,826,34,31,10,1,4,111,35,27,56.5,1
Ryan Christie,SCO,Bournemouth,MF,30,29,27,2117,2,3,9,0,1.8,3.5,34,137,44,0.09,0.13,0.08,0.15,N/a,N/a,N/a,N/a,36.4,0.51,0.06,19.6,837,79.3,4269,88.2,87.9,48.8,41,118,33,5,137,85,3.62,9,0.38,54,33,64,37,44,11,33,30,1376,74,256,773,372,46,48,47.9,45.8,726,1773,34,40,8,44,25,777,44,43,31,1,48,182,20,28,41.7,1
Ryan Gravenberch,NED,Liverpool,MF,22,33,33,2831,0,3,5,0,1.0,2.8,62,160,54,0.0,0.1,0.03,0.09,N/a,N/a,N/a,N/a,23.5,0.13,0.00,24.2,1560,88.9,5730,92.4,91.9,60.0,24,135,31,1,160,63,2.0,6,0.19,62,32,49,20,33,10,23,56,2119,103,429,1243,474,23,70,47.1,37.1,1257,3302,62,70,9,45,19,1515,54,40,46,0,6,174,25,13,65.8,1
Ashley Young,ENG,Everton,"DF,FW",39,28,17,1613,1,3,6,1,0.3,1.6,20,82,26,0.06,0.17,0.01,0.09,N/a,N/a,N/a,N/a,50.0,0.17,0.17,24.5,606,70.0,5014,87.9,76.1,40.4,19,71,18,9,82,37,2.06,6,0.33,50,28,50,19,10,3,7,23,1034,51,314,448,277,9,14,35.7,50.0,409,1210,20,24,1,8,1,528,26,24,17,0,64,61,10,10,50.0,1
Ryan Yates,ENG,Nott'ham Forest,MF,27,30,17,1775,2,1,9,0,2.3,1.1,17,45,12,0.1,0.05,0.11,0.06,N/a,N/a,N/a,N/a,29.0,0.46,0.06,18.9,559,82.1,1749,88.8,85.8,55.3,17,44,4,0,45,35,1.77,3,0.15,40,21,36,19,34,8,26,25,948,74,253,463,242,38,18,50.0,27.8,380,850,17,18,1,23,18,490,12,49,46,6,3,89,43,30,58.9,1
Rúben Dias,POR,Manchester City,DF,27,23,21,1911,0,0,4,0,1.4,0.3,34,120,6,0.0,0.0,0.07,0.01,N/a,N/a,N/a,N/a,29.4,0.24,0.00,18.4,1852,93.3,10291,96.9,96.2,66.4,5,178,5,0,120,22,1.04,1,0.05,15,9,9,3,17,14,3,18,2133,188,711,1175,251,22,3,66.7,33.3,1524,5097,34,53,1,6,1,1738,6,11,8,0,3,65,30,29,50.8,1
Tomáš Souček,CZE,West Ham,MF,30,31,26,2251,8,1,8,0,5.9,1.0,6,68,63,0.32,0.04,0.24,0.04,N/a,N/a,N/a,N/a,28.0,0.56,0.16,11.2,623,73.8,2889,78.8,77.2,69.8,14,58,8,1,68,43,1.72,3,0.12,40,19,37,17,34,17,17,18,1115,110,309,544,266,97,11,54.5,45.5,430,448,6,10,3,16,10,666,63,41,24,4,11,52,90,65,58.1,1
Sam Morsy,EGY,Ipswich Town,MF,33,29,27,2419,1,1,9,0,0.3,0.8,14,103,10,0.04,0.04,0.01,0.03,N/a,N/a,N/a,N/a,22.2,0.07,0.11,26.3,1084,86.3,4830,93.2,91.5,57.9,18,128,13,2,103,39,1.45,2,0.07,60,34,56,31,31,12,19,28,1468,85,439,834,209,4,20,60.0,30.0,747,1720,14,20,2,15,10,983,10,44,23,0,12,137,16,23,41.0,1
Sander Berge,NOR,Fulham,MF,27,27,23,2017,0,0,4,0,0.2,0.6,27,110,8,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,0.0,0.0,0.00,7.6,984,91.3,4200,91.6,94.4,84.0,17,104,4,0,110,41,1.83,2,0.09,48,28,37,12,26,8,18,20,1254,75,345,719,196,13,20,55.0,30.0,733,1793,27,22,2,11,15,808,8,27,8,0,3,116,25,20,55.6,1
Sandro Tonali,ITA,Newcastle Utd,MF,24,32,24,2270,3,2,5,0,3.7,1.3,33,113,47,0.12,0.08,0.15,0.05,N/a,N/a,N/a,N/a,32.3,0.4,0.10,19.5,1089,83.6,4343,89.8,87.0,61.0,20,87,24,4,113,60,2.38,8,0.32,46,29,43,22,30,10,20,30,1553,60,355,859,365,40,34,55.9,35.3,836,1955,33,33,5,25,24,1075,47,36,40,2,30,162,12,11,52.2,1
Saša Lukić,SRB,Fulham,MF,28,27,25,2079,0,2,12,0,1.0,2.6,37,87,29,0.0,0.09,0.04,0.11,N/a,N/a,N/a,N/a,13.3,0.09,0.00,20.9,992,87.9,4021,92.2,92.3,70.1,23,93,14,5,87,50,2.17,3,0.13,62,36,49,30,17,7,10,25,1341,49,291,766,297,15,17,47.1,29.4,749,2015,37,37,4,20,7,860,29,58,25,0,53,103,18,23,43.9,1
Sepp van den Berg,NED,Brentford,DF,23,26,24,2136,0,0,2,0,1.4,0.2,8,66,27,0.0,0.0,0.06,0.01,N/a,N/a,N/a,N/a,28.6,0.17,0.00,10.9,876,83.9,4775,87.0,88.3,62.9,4,55,3,1,66,20,0.84,2,0.08,35,22,25,9,47,33,14,19,1329,236,673,502,157,40,7,57.1,42.9,583,1446,8,9,0,14,6,742,27,19,5,1,7,79,79,62,56.0,1
Taylor Harwood-Bellis,ENG,Southampton,DF,23,31,29,2564,1,0,8,0,1.7,1.0,28,116,9,0.04,0.0,0.06,0.03,N/a,N/a,N/a,N/a,36.8,0.25,0.05,10.6,1742,88.0,11631,93.0,92.0,64.2,14,168,9,0,116,37,1.3,2,0.07,27,19,33,14,59,37,22,30,2267,305,1054,1051,171,38,3,100.0,0.0,1304,3602,28,27,0,15,5,1641,9,32,13,0,9,115,52,40,56.5,1
Thomas Partey,GHA,Arsenal,"MF,DF",31,31,27,2437,4,2,4,0,2.0,1.9,31,165,45,0.15,0.07,0.07,0.07,N/a,N/a,N/a,N/a,30.4,0.26,0.17,19.5,1486,87.7,6336,93.0,89.0,67.2,17,146,33,2,165,56,2.07,13,0.48,79,48,68,25,23,7,16,32,1928,64,401,1061,477,27,30,66.7,26.7,1087,3091,31,36,3,20,14,1373,45,39,27,1,12,120,26,21,55.3,1
André,BRA,Wolves,MF,23,29,27,2170,0,0,7,0,0.4,0.7,8,92,11,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,12.5,0.04,0.00,25.8,1074,92.7,4710,95.3,95.0,79.3,14,97,4,0,92,43,1.78,3,0.12,75,45,54,23,41,8,33,31,1403,80,380,908,130,3,27,48.1,37.0,767,1391,8,15,0,27,16,939,11,34,32,0,0,173,2,6,25.0,1
Andrew Robertson,SCO,Liverpool,DF,31,30,26,2218,0,0,3,1,0.9,4.1,57,163,90,0.0,0.0,0.04,0.17,N/a,N/a,N/a,N/a,16.7,0.08,0.00,15.0,1405,83.2,7509,94.4,87.0,46.7,38,139,27,15,163,73,2.96,3,0.12,38,22,47,17,9,4,5,20,1877,85,475,856,559,47,18,38.9,55.6,998,2541,57,48,6,24,10,1255,90,10,7,2,131,89,6,12,33.3,1
Murillo,BRA,Nott'ham Forest,DF,22,32,32,2838,1,0,5,0,1.2,1.1,19,100,4,0.03,0.0,0.04,0.03,N/a,N/a,N/a,N/a,20.0,0.13,0.05,24.3,976,77.8,9071,90.9,87.0,47.6,12,110,11,1,100,35,1.11,2,0.06,49,33,44,18,66,43,23,29,1665,375,853,737,89,17,33,78.8,21.2,706,2162,19,24,1,18,9,839,4,25,4,0,12,124,36,19,65.5,1
Moisés Caicedo,ECU,Chelsea,MF,23,34,34,2991,1,2,10,0,0.8,2.9,38,194,33,0.03,0.06,0.02,0.09,N/a,N/a,N/a,N/a,16.7,0.09,0.06,25.1,1792,89.7,8211,92.2,92.5,77.8,28,215,31,2,194,90,2.71,7,0.21,100,63,80,30,44,9,35,47,2340,85,502,1442,421,12,54,42.6,35.2,1308,2919,38,28,2,35,23,1642,33,61,54,0,8,197,30,15,66.7,1
João Gomes,BRA,Wolves,MF,24,32,32,2691,3,1,10,1,2.7,1.1,54,146,65,0.1,0.03,0.09,0.04,N/a,N/a,N/a,N/a,21.2,0.23,0.09,18.1,1232,85.1,4410,90.8,85.8,61.0,21,106,22,1,146,61,2.04,3,0.1,99,58,97,59,39,3,36,26,1787,55,379,988,447,40,56,46.4,42.9,934,2591,54,52,6,36,49,1199,65,65,39,1,27,174,9,23,28.1,1
Lucas Paquetá,BRA,West Ham,"MF,FW",27,30,26,2257,4,0,8,0,5.2,3.0,20,141,84,0.16,0.0,0.21,0.12,N/a,N/a,N/a,N/a,7.9,0.12,0.05,19.5,1046,77.4,5552,84.0,79.6,63.4,35,121,42,4,141,78,3.11,6,0.24,63,35,49,25,27,4,23,17,1669,58,336,918,428,56,42,40.5,47.6,853,1224,20,30,2,51,50,1179,84,49,57,6,28,140,47,57,45.2,1
Leif Davis,ENG,Ipswich Town,DF,25,31,30,2563,1,2,5,1,0.9,4.3,48,55,117,0.04,0.07,0.03,0.15,N/a,N/a,N/a,N/a,14.3,0.07,0.07,20.4,854,71.5,5905,86.0,77.4,37.3,54,30,26,11,55,85,2.98,4,0.14,45,26,46,17,24,8,16,25,1459,115,517,484,477,36,37,35.1,45.9,659,1940,48,27,10,36,14,770,117,25,30,3,148,111,33,22,60.0,1
Diogo Dalot,POR,Manchester Utd,DF,26,32,31,2788,0,3,5,0,2.0,2.0,62,102,164,0.0,0.1,0.06,0.07,N/a,N/a,N/a,N/a,21.7,0.16,0.00,15.6,1336,80.5,6609,89.9,81.9,55.4,26,61,25,8,102,74,2.39,5,0.16,67,39,52,18,22,9,13,37,1965,113,658,767,557,66,53,50.9,41.5,1111,2684,62,37,16,37,21,1186,164,40,9,4,65,164,38,21,64.4,1
Levi Colwill,ENG,Chelsea,DF,22,31,31,2789,1,1,8,0,1.3,1.1,13,124,11,0.03,0.03,0.04,0.04,N/a,N/a,N/a,N/a,18.8,0.1,0.06,9.9,2167,89.6,13936,92.7,95.3,57.7,14,144,7,3,124,37,1.19,3,0.1,40,28,25,9,34,24,10,31,2669,330,1241,1310,128,35,10,60.0,40.0,1526,3857,13,11,1,13,8,1964,11,42,18,4,13,108,76,51,59.8,1
Lewis Cook,ENG,Bournemouth,"MF,DF",28,32,29,2707,1,3,8,0,0.9,4.1,33,152,48,0.03,0.1,0.03,0.14,N/a,N/a,N/a,N/a,28.6,0.13,0.07,23.4,1128,76.6,6765,84.7,84.8,45.4,47,149,25,10,152,86,2.86,5,0.17,76,41,65,30,28,10,18,40,1768,80,412,928,447,19,17,58.8,41.2,777,2099,33,28,4,29,16,886,48,46,10,3,125,178,40,34,54.1,1
Lewis Dunk,ENG,Brighton,DF,33,24,22,1993,0,0,5,0,0.8,0.5,20,140,3,0.0,0.0,0.04,0.02,N/a,N/a,N/a,N/a,25.0,0.14,0.00,12.1,1719,90.8,10393,96.2,95.1,62.6,6,154,6,0,140,18,0.81,3,0.14,17,10,19,8,26,17,9,12,2058,244,969,987,112,21,1,0.0,100.0,1294,3216,20,18,0,8,3,1508,3,7,9,2,5,101,49,30,62.0,1
Lewis Hall,ENG,Newcastle Utd,DF,20,27,24,2189,0,4,3,0,0.4,4.3,41,123,80,0.0,0.16,0.02,0.18,N/a,N/a,N/a,N/a,9.1,0.04,0.00,18.8,1300,81.7,8891,91.3,85.1,51.5,34,114,17,5,123,63,2.59,6,0.25,58,41,74,34,33,18,15,18,1820,95,623,804,414,47,21,52.4,33.3,950,2358,41,22,13,33,20,1094,80,9,21,1,110,119,30,31,49.2,1
Destiny Udogie,ITA,Tottenham,DF,22,23,22,1744,0,1,2,0,0.3,1.4,51,117,92,0.0,0.05,0.02,0.07,N/a,N/a,N/a,N/a,20.0,0.05,0.00,15.1,915,87.5,4433,91.2,90.6,81.5,15,86,6,1,117,33,1.7,3,0.15,71,44,45,13,37,5,32,19,1287,57,353,572,376,48,30,40.0,50.0,714,2187,51,38,11,31,19,778,92,29,36,2,19,103,13,13,50.0,1
Jens Cajuste,SWE,Ipswich Town,MF,25,26,23,1774,1,0,2,0,0.5,0.6,23,46,16,0.05,0.0,0.02,0.03,N/a,N/a,N/a,N/a,10.0,0.05,0.10,21.3,572,82.4,1907,88.8,85.7,50.0,11,45,5,1,46,30,1.52,1,0.05,39,19,47,28,24,9,15,25,904,59,261,475,182,11,45,53.3,33.3,420,1175,23,21,3,21,14,521,16,21,21,0,9,98,12,20,37.5,1
Flynn Downes,ENG,Southampton,MF,26,23,21,1791,1,0,10,0,0.6,1.0,24,59,28,0.05,0.0,0.03,0.05,N/a,N/a,N/a,N/a,30.0,0.15,0.10,18.7,851,89.8,2528,92.6,91.8,67.4,15,52,11,0,59,30,1.51,2,0.1,43,23,31,18,22,6,16,30,1136,76,343,605,197,20,14,35.7,50.0,540,1551,24,21,4,12,17,805,28,45,33,0,3,73,13,13,50.0,1
Jefferson Lerma,COL,Crystal Palace,"MF,DF",30,29,23,2030,0,1,8,0,1.0,1.5,11,86,24,0.0,0.04,0.04,0.06,N/a,N/a,N/a,N/a,29.2,0.31,0.00,19.4,775,75.5,4683,86.8,81.3,46.7,9,83,17,2,86,42,1.86,3,0.13,30,15,33,16,32,15,17,36,1269,95,403,653,223,26,12,50.0,33.3,596,1004,11,10,0,14,15,745,24,34,35,0,11,139,39,38,50.6,1
Jarrad Branthwaite,ENG,Everton,DF,22,27,25,2258,0,1,4,0,1.1,0.6,9,57,2,0.0,0.04,0.04,0.02,N/a,N/a,N/a,N/a,37.5,0.12,0.00,8.2,851,81.6,6676,89.7,90.3,55.0,2,75,2,0,57,12,0.48,2,0.08,35,20,26,7,29,21,8,23,1345,196,713,581,58,22,5,60.0,20.0,643,2143,9,13,2,8,3,774,2,10,15,1,3,80,50,36,58.1,1
Lucas Digne,FRA,Aston Villa,DF,31,30,27,2241,0,4,4,0,0.8,4.4,23,54,140,0.0,0.16,0.03,0.17,N/a,N/a,N/a,N/a,23.1,0.12,0.00,22.7,924,75.0,4806,88.2,78.6,39.7,35,43,29,18,54,63,2.53,5,0.2,62,36,62,20,23,4,19,25,1473,90,510,449,524,28,19,47.4,47.4,669,1319,23,14,4,17,15,804,140,20,14,7,138,98,34,26,56.7,1
Joško Gvardiol,CRO,Manchester City,DF,23,33,32,2917,5,0,2,0,4.4,2.0,78,240,96,0.15,0.0,0.13,0.06,N/a,N/a,N/a,N/a,29.7,0.34,0.14,13.0,2240,90.9,9874,94.3,93.1,67.9,25,225,19,1,240,69,2.13,7,0.22,51,34,37,18,39,19,20,36,2808,141,703,1412,716,85,40,57.5,35.0,1826,5505,78,91,13,24,16,2062,96,13,21,2,19,130,48,33,59.3,1
Gabriel Magalhães,BRA,Arsenal,DF,27,28,28,2363,3,1,4,0,2.6,0.9,10,126,11,0.11,0.04,0.1,0.03,N/a,N/a,N/a,N/a,22.7,0.19,0.14,9.5,1480,90.2,7938,96.9,94.2,53.9,13,145,8,0,126,35,1.33,6,0.23,25,15,16,4,42,29,13,16,1873,189,672,985,225,40,5,80.0,20.0,1116,2669,10,22,0,9,2,1366,11,19,19,0,9,63,53,37,58.9,1
Dean Huijsen,ESP,Bournemouth,DF,20,27,22,2054,2,1,7,0,1.7,2.0,35,107,10,0.09,0.04,0.08,0.09,N/a,N/a,N/a,N/a,11.8,0.09,0.12,12.3,1120,84.0,9019,89.2,91.4,62.0,14,138,7,2,107,38,1.67,3,0.13,33,23,25,10,33,25,8,49,1672,217,764,799,118,29,5,40.0,60.0,910,3569,35,23,0,16,1,1024,10,26,9,2,12,91,61,41,59.8,1
Dara O'Shea,IRL,Ipswich Town,DF,26,31,31,2762,0,2,6,0,1.1,0.5,3,70,7,0.0,0.07,0.04,0.02,N/a,N/a,N/a,N/a,10.5,0.07,0.00,13.7,1083,77.6,9461,86.4,84.8,50.4,3,81,3,1,70,20,0.65,3,0.1,45,28,30,11,59,47,12,31,1797,359,1045,644,113,47,2,50.0,50.0,795,1713,3,2,0,11,4,1018,7,16,22,3,6,98,100,76,56.8,1
Lisandro Martínez,ARG,Manchester Utd,DF,27,20,20,1751,2,1,7,0,1.3,1.1,23,117,7,0.1,0.05,0.07,0.06,N/a,N/a,N/a,N/a,35.3,0.31,0.12,15.9,1200,89.4,7055,94.2,93.0,55.2,9,91,18,2,117,26,1.34,2,0.1,40,24,36,15,22,8,14,32,1524,156,713,697,125,18,7,85.7,14.3,1017,3129,23,23,2,1,3,1069,7,22,7,0,9,81,16,13,55.2,1
Kyle Walker-Peters,ENG,Southampton,DF,28,32,32,2828,0,2,5,0,0.8,2.7,110,134,139,0.0,0.06,0.02,0.09,N/a,N/a,N/a,N/a,30.0,0.19,0.00,18.3,1451,88.0,6438,93.8,89.7,60.4,23,117,29,4,134,61,1.94,7,0.22,43,28,34,18,25,14,11,18,1972,149,603,856,529,58,88,40.9,44.3,1225,4221,110,68,23,33,37,1390,139,28,49,2,51,130,11,21,34.4,1
Djed Spence,ENG,Tottenham,DF,24,20,15,1424,1,2,4,1,0.5,1.7,52,94,67,0.06,0.13,0.03,0.11,N/a,N/a,N/a,N/a,33.3,0.19,0.11,22.3,850,86.8,3586,94.0,87.3,57.7,10,72,16,7,94,25,1.58,4,0.25,38,29,25,6,22,9,13,17,1186,63,395,542,268,24,66,51.5,37.9,687,2244,52,39,7,24,24,755,67,18,23,2,22,84,17,12,58.6,1
Konstantinos Mavropanos,GRE,West Ham,DF,27,30,20,1944,0,0,6,1,1.5,0.5,16,59,2,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,27.8,0.23,0.00,14.7,1011,85.9,6828,91.4,92.2,59.2,5,60,4,1,59,16,0.74,0,0.0,32,22,25,11,23,17,6,38,1429,222,744,631,62,24,17,52.9,29.4,783,2128,16,10,1,12,0,935,2,17,14,3,2,67,56,24,70.0,1
İlkay Gündoğan,GER,Manchester City,MF,34,30,22,1967,0,5,1,0,2.7,2.7,55,113,81,0.0,0.23,0.13,0.12,N/a,N/a,N/a,N/a,20.0,0.23,0.00,18.3,1374,89.3,3984,94.2,92.1,62.3,36,93,21,2,113,72,3.29,10,0.46,24,13,23,13,14,0,14,13,1707,43,254,825,648,56,35,45.7,37.1,1016,2735,55,52,9,25,23,1330,81,14,21,0,57,104,13,11,54.2,1
Ethan Pinnock,JAM,Brentford,DF,31,22,21,1913,2,0,2,0,1.1,1.2,3,41,9,0.09,0.0,0.05,0.05,N/a,N/a,N/a,N/a,60.0,0.28,0.20,11.1,924,85.6,6094,94.2,89.4,57.9,8,48,4,1,41,21,0.99,0,0.0,35,19,24,11,29,18,11,24,1348,294,783,457,109,24,9,33.3,66.7,633,1633,3,4,0,2,4,760,9,8,4,0,9,50,63,43,59.4,1
Jordan Ayew,GHA,Leicester City,"FW,MF",33,26,15,1356,4,0,5,0,2.9,0.8,39,34,76,0.27,0.0,0.19,0.05,N/a,N/a,N/a,N/a,26.9,0.46,0.12,18.5,333,72.5,971,85.7,74.1,40.4,13,21,13,7,34,32,2.12,1,0.07,24,13,19,13,15,0,15,12,675,18,91,340,266,48,55,38.2,50.9,408,1226,39,30,8,51,32,452,76,28,45,5,51,84,33,54,37.9,1
Jurriën Timber,NED,Arsenal,DF,23,30,27,2417,1,3,7,0,1.2,0.8,57,146,104,0.04,0.11,0.05,0.03,N/a,N/a,N/a,N/a,28.6,0.15,0.07,14.1,1194,85.6,4642,91.0,86.0,52.9,17,107,17,2,146,52,1.94,9,0.34,58,38,27,9,19,4,15,22,1661,51,304,859,505,66,53,45.3,45.3,890,2076,57,27,11,33,24,1052,104,31,29,6,28,94,22,20,52.4,1
Emerson Palmieri,ITA,West Ham,DF,30,29,25,2015,2,1,5,0,2.0,1.5,43,65,82,0.09,0.04,0.09,0.07,N/a,N/a,N/a,N/a,43.8,0.31,0.13,19.0,826,79.9,4446,89.9,81.0,42.4,16,49,13,5,65,41,1.83,2,0.09,57,29,44,19,32,8,24,19,1275,82,410,534,346,28,30,33.3,56.7,526,1622,43,22,8,24,7,713,82,24,13,0,63,84,16,18,47.1,1
Elliot Anderson,ENG,Nott'ham Forest,MF,22,32,28,2317,2,6,6,0,1.7,3.1,37,115,78,0.08,0.23,0.06,0.12,N/a,N/a,N/a,N/a,17.6,0.23,0.06,19.9,863,77.8,4717,89.1,80.1,47.0,34,90,17,2,115,75,2.91,10,0.39,78,50,93,51,41,8,33,26,1480,88,354,694,460,55,68,50.0,38.2,740,1868,37,27,15,52,36,869,78,37,54,4,70,177,42,21,66.7,1
